FeatureID,FeatureName,crabp1+ Average,crabp1+ Log2 Fold Change,crabp1+ P-Value,crabp1- Average,crabp1- Log2 Fold Change,crabp1- P-Value
promoter_sum_Palm2,Palm2 Sum,2.9644550330559736,3.2094237034841155,8.639066938971845e-27,0.3149889893650592,-3.2094237034841155,8.639066938971845e-27
promoter_sum_Pi15,Pi15 Sum,2.672023298653934,3.208757541421706,7.4049734802294e-21,0.2834900904285533,-3.208757541421706,7.4049734802294e-21
promoter_sum_Galnt16,Galnt16 Sum,2.775234499031124,3.2019191941223912,2.4656453166315317e-24,0.2960896500031557,-3.2019191941223912,2.465645316631514e-24
promoter_sum_Nnmt,Nnmt Sum,2.0068844517787054,3.191084961128652,1.270609587717763e-20,0.21419251276824028,-3.191084961128652,1.270609587717763e-20
promoter_sum_Gpr39,Gpr39 Sum,1.4793605387397315,3.1814093273145194,8.826624370834371e-17,0.1574944946825296,-3.1814093273145194,8.826624370834371e-17
promoter_sum_Ednra,Ednra Sum,1.3073418714444138,3.1806825898089883,9.973544279132662e-16,0.13859515532062605,-3.1806825898089883,9.973544279132662e-16
promoter_sum_Tmem45a,Tmem45a Sum,3.2167490784224393,3.1665770638252413,1.947611130412345e-28,0.3527876680888663,-3.1665770638252413,1.947611130412345e-28
promoter_sum_Cspg4,Cspg4 Sum,1.9151411625545363,3.165595201863853,1.1337447087282865e-19,0.20789273298093908,-3.165595201863853,1.1337447087282865e-19
promoter_sum_Plce1,Plce1 Sum,2.012618407355216,3.1545473749640425,1.130586845099504e-19,0.22049229255554145,-3.1545473749640425,1.130586845099504e-19
promoter_sum_Ptprd,Ptprd Sum,2.6777572542304444,3.1504429766313056,1.2764794663953357e-21,0.2960896500031557,-3.1504429766313056,1.2764794663953357e-21
promoter_sum_Pygo1,Pygo1 Sum,3.5607864130130746,3.1458115278996597,2.0175137857536642e-25,0.39688612659997463,-3.1458115278996597,2.0175137857536642e-25
promoter_sum_Dok6,Dok6 Sum,1.6055075614229644,3.1414860828624116,1.4281548672717293e-17,0.17639383404443315,-3.1414860828624116,1.4281548672717293e-17
promoter_sum_Zfhx4,Zfhx4 Sum,1.2041306710672233,3.126708327838945,2.1673884003075585e-15,0.13229537553332488,-3.126708327838945,2.1673884003075585e-15
promoter_sum_Pcolce,Pcolce Sum,3.010326677668058,3.1226000335367,2.6040183714280804e-25,0.34018810851426395,-3.1226000335367,2.6040183714280804e-25
promoter_sum_Mrgprf,Mrgprf Sum,11.955297377024575,3.1102044867641636,5.0755398857612746e-40,1.3796517734189595,-3.1102044867641636,5.0755398857612746e-40
promoter_sum_Rnase10,Rnase10 Sum,3.4690431237889054,3.1082147412420085,4.505011851613506e-25,0.39688612659997463,-3.1082147412420085,4.505011851613506e-25
promoter_sum_Serpinf1,Serpinf1 Sum,2.0928937854263645,3.0953383771908514,6.516946392105583e-20,0.239391631917445,-3.0953383771908514,6.516946392105583e-20
promoter_sum_Ndst3,Ndst3 Sum,1.806196006600835,3.081358664695821,6.358187463453413e-20,0.20789273298093908,-3.081358664695821,6.358187463453413e-20
promoter_sum_Usp13,Usp13 Sum,3.864686058568136,3.073959890827233,7.953001282397273e-27,0.4535841446856853,-3.073959890827233,7.953001282397273e-27
promoter_sum_Abca9,Abca9 Sum,1.0493138705014375,3.066674618938708,1.101790039410468e-13,0.1196958159587225,-3.066674618938708,1.101790039410468e-13
promoter_sum_Ccdc80,Ccdc80 Sum,3.8188144139560514,3.056759150073625,6.1430892919423704e-24,0.4535841446856853,-3.056759150073625,6.143089291942327e-24
promoter_sum_Tvp23a,Tvp23a Sum,1.250002315679308,3.0548653166490745,3.8358790255835296e-15,0.14489493510792725,-3.0548653166490745,3.8358790255835296e-15
promoter_sum_Foxp2,Foxp2 Sum,2.557344187123722,3.0544619348371667,2.482318114691024e-20,0.30238942979045685,-3.0544619348371667,2.482318114691024e-20
promoter_sum_Loxl1,Loxl1 Sum,4.168585704123197,3.050907303080391,1.4921754916564036e-28,0.4976826031967936,-3.050907303080391,1.4921754916564036e-28
promoter_sum_Twist1,Twist1 Sum,6.628452646446239,3.041213906876547,1.7898189099902464e-31,0.8000720329872504,-3.041213906876547,1.7898189099902718e-31
promoter_sum_En1,En1 Sum,4.185787570852729,3.0389183508368705,6.7249351098325245e-28,0.5039823829840948,-3.0389183508368705,6.7249351098325245e-28
promoter_sum_Shc2,Shc2 Sum,4.19152152642924,3.023188591435016,3.2779906644012464e-27,0.5102821627713959,-3.023188591435016,3.2779906644012464e-27
promoter_sum_Enox1,Enox1 Sum,4.879596195610509,3.0147878772737395,1.6721094526671774e-29,0.5984790797936125,-3.0147878772737395,1.6721094526671774e-29
promoter_sum_Lrrc4c,Lrrc4c Sum,2.792436365760656,3.014418381807284,9.437183211164978e-22,0.34018810851426395,-3.014418381807284,9.437183211164978e-22
promoter_sum_Zfp385b,Zfp385b Sum,2.6605553875009127,2.9982072092012517,1.2788181753561397e-22,0.3275885489396616,-2.9982072092012517,1.2788181753561305e-22
promoter_sum_St8sia2,St8sia2 Sum,2.907115477290868,2.9957444494136514,3.188442026209438e-22,0.35908744787616753,-2.9957444494136514,3.188442026209438e-22
promoter_sum_Ror2,Ror2 Sum,3.2167490784224393,2.977099264961529,4.8109860745513905e-26,0.4031859063872758,-2.977099264961529,4.8109860745513905e-26
promoter_sum_Stxbp5l,Stxbp5l Sum,1.3302776937504563,2.974339400259869,4.792415346886774e-13,0.1637942744698308,-2.974339400259869,4.79241534688679e-13
promoter_sum_Cp,Cp Sum,1.3302776937504563,2.974339400259869,1.389414954092151e-13,0.1637942744698308,-2.974339400259869,1.389414954092151e-13
promoter_sum_Gdnf,Gdnf Sum,2.305050141757256,2.9650879346193877,1.3112231691893682e-21,0.2897898702158545,-2.9650879346193877,1.3112231691893682e-21
promoter_sum_Crispld2,Crispld2 Sum,4.610100283514512,2.963296879093399,8.040546748234906e-29,0.5858795202190101,-2.963296879093399,8.040546748234906e-29
promoter_sum_Gxylt2,Gxylt2 Sum,1.9552788515901103,2.960965177767593,1.0075756832007041e-19,0.2456914117047462,-2.960965177767593,1.0075756832007041e-19
promoter_sum_Adamts15,Adamts15 Sum,3.658263657813755,2.955894188220171,1.1643176337351856e-26,0.46618370426028766,-2.955894188220171,1.1643176337351856e-26
promoter_sum_Nova1,Nova1 Sum,5.894506332652884,2.9532047873884313,9.553322993553147e-30,0.7559735744761421,-2.9532047873884313,9.553322993553147e-30
promoter_sum_Arsj,Arsj Sum,1.3073418714444138,2.9493570437025323,6.338948829677811e-16,0.1637942744698308,-2.9493570437025323,6.338948829677766e-16
promoter_sum_Dlk1,Dlk1 Sum,1.1123873818430539,2.948809115461655,5.618356940451647e-14,0.13859515532062605,-2.948809115461655,5.618356940451647e-14
promoter_sum_Pappa,Pappa Sum,3.6353278355077125,2.9468348489327045,3.173110792774926e-24,0.46618370426028766,-2.9468348489327045,3.173110792774926e-24
